price,min_to_metro,region_of_moscow,total_area,living_area,floor,number_of_floors,construction_year,is_new,is_apartments,ceiling_height,number_of_rooms,link,floor_needs_review,price_per_m2
38248472.0,22.0,ЮАО,53.57,29.3,26,29,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/284859215/,False,713990.5170804554
35191800.0,16.0,СЗАО,68.6,24.3,4,6,2023,True,True,3.24,2,https://www.cian.ru/sale/flat/299370767/,False,513000.00000000006
24674179.0,4.0,ЦАО,36.8,21.9,12,22,2022,True,False,3.25,2,https://www.cian.ru/sale/flat/298576230/,False,670493.9945652174
30690920.0,19.0,ЮВАО,69.4,29.3,19,22,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/300583049/,False,442232.2766570605
21990000.0,10.0,САО,66.7,34.4,18,32,2023,True,False,2.7,2,https://www.cian.ru/sale/flat/298338222/,False,329685.15742128936
21000000.0,17.0,ЮВАО,54.0,30.0,21,30,2024,True,False,,2,https://www.cian.ru/sale/flat/300528637/,False,388888.8888888889
143712000.0,1.0,ЦАО,99.8,,6,9,2023,True,True,,2,https://www.cian.ru/sale/flat/289484508/,False,1440000.0
33290901.0,7.0,ЮАО,64.5,31.4,12,40,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/293203884/,False,516138.0
20087358.0,10.0,ЗАО,47.83,33.7,20,29,2023,True,False,3.3,2,https://www.cian.ru/sale/flat/297986195/,False,419974.0330336609
26428000.0,9.0,СВАО,76.6,,2,27,2022,True,False,,2,https://www.cian.ru/sale/flat/294033495/,False,345013.05483028723
28198410.0,26.0,СЗАО,71.8,31.2,3,25,2024,True,False,3.02,2,https://www.cian.ru/sale/flat/298401426/,False,392735.5153203343
35857780.0,16.0,СЗАО,57.4,31.1,20,24,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/288376245/,False,624700.0
22634700.0,9.0,СВАО,60.3,,16,27,2022,True,False,,2,https://www.cian.ru/sale/flat/294033466/,False,375368.1592039801
31200000.0,2.0,СВАО,51.3,,6,25,2021,True,True,,2,https://www.cian.ru/sale/flat/291247009/,False,608187.134502924
22968534.0,24.0,ЗАО,59.2,27.5,18,21,2023,True,False,2.74,2,https://www.cian.ru/sale/flat/296139344/,False,387981.9932432432
23117099.0,10.0,ЗАО,58.98,33.5,29,30,2023,True,False,3.3,2,https://www.cian.ru/sale/flat/298589271/,False,391948.1010512038
19821140.0,10.0,ЗАО,43.68,30.6,29,30,2023,True,False,3.3,2,https://www.cian.ru/sale/flat/298589269/,False,453780.67765567766
34029996.0,19.0,ЮАО,67.3,,4,6,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/300761672/,False,505646.30014858843
42304966.0,4.0,СВАО,77.7,,15,15,2021,True,True,,2,https://www.cian.ru/sale/flat/292035517/,False,544465.4568854569
33058064.0,19.0,ЮАО,57.1,,6,6,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/300761675/,False,578950.3327495621
35711586.0,25.0,ЮАО,64.5,36.3,11,14,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/293204284/,False,553668.0
29013160.0,20.0,ЮЗАО,46.6,,37,42,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/300712651/,False,622600.0
143593800.0,14.0,ЦАО,125.3,,3,8,2023,True,False,3.2,2,https://www.cian.ru/sale/flat/294641838/,False,1146000.0
23475144.0,2.0,ВАО,61.6,,3,20,2024,True,False,,2,https://www.cian.ru/sale/flat/300122384/,False,381090.0
33404761.0,5.0,СЗАО,65.6,25.8,20,20,2023,True,False,2.85,2,https://www.cian.ru/sale/flat/285040949/,False,509218.91768292687
38392500.0,,ЦАО,82.43,30.6,22,30,2019,True,False,3.1,2,https://www.cian.ru/sale/flat/293376102/,False,465758.82567026565
26501689.0,24.0,ЗАО,65.1,43.2,1,21,2023,True,False,4.11,2,https://www.cian.ru/sale/flat/295487321/,False,407091.99692780344
30821708.0,22.0,ЮАО,52.48,28.7,3,29,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/290542272/,False,587303.887195122
32417493.0,25.0,ЮАО,62.3,35.3,4,16,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/293203993/,False,520344.9919743178
32929000.0,12.0,СВАО,74.5,55.9,6,37,2024,True,False,3.0,2,https://www.cian.ru/sale/flat/298828174/,False,442000.0
30439054.0,7.0,ЗАО,69.3,21.7,9,9,2023,True,False,2.74,2,https://www.cian.ru/sale/flat/289800707/,False,439235.98845598847
21890000.0,4.0,ВАО,55.91,40.6,24,29,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/300523054/,False,391522.0890717224
32993222.0,15.0,ЮАО,73.7,,7,24,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/300761655/,False,447669.22659430123
17466089.0,2.0,ВАО,44.05,22.7,2,20,2024,True,False,,2,https://www.cian.ru/sale/flat/297151000/,False,396505.99318955734
29928000.0,19.0,СВАО,68.8,,3,22,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/299702680/,False,435000.0
19468778.0,30.0,ЗАО,51.4,22.7,4,33,2024,True,False,2.62,2,https://www.cian.ru/sale/flat/300679261/,False,378770.0
34434514.0,19.0,ЮАО,68.1,,4,6,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/300672487/,False,505646.3142437592
32800000.0,14.0,ЮЗАО,48.73,,4,17,2024,True,False,3.05,2,https://www.cian.ru/sale/flat/298262006/,False,673096.6550379643
16000000.0,18.0,ЮВАО,48.8,20.3,21,25,2023,True,False,,2,https://www.cian.ru/sale/flat/300383611/,False,327868.85245901643
19559584.0,2.0,ВАО,47.09,18.6,2,20,2024,True,False,,2,https://www.cian.ru/sale/flat/297151036/,False,415365.98003822466
21600630.0,,ЗАО,50.3,22.1,33,33,2023,True,False,2.62,2,https://www.cian.ru/sale/flat/300679347/,False,429435.98409542744
20000000.0,4.0,СВАО,52.3,27.7,6,33,2023,True,False,,2,https://www.cian.ru/sale/flat/299601485/,False,382409.1778202677
25265285.0,9.0,ЗАО,56.99,35.5,29,29,2023,True,False,3.3,2,https://www.cian.ru/sale/flat/297986147/,False,443328.39094578
32786819.0,5.0,ЗАО,59.86,,25,57,2024,True,False,2.9,2,https://www.cian.ru/sale/flat/295099517/,False,547725.0083528232
24499999.0,20.0,СЗАО,48.3,25.3,17,30,2023,True,False,,2,https://www.cian.ru/sale/flat/297766869/,False,507246.3561076605
26051947.0,,ЗАО,59.9,23.6,32,33,2023,True,False,2.62,2,https://www.cian.ru/sale/flat/300679341/,False,434923.9899833055
15600000.0,20.0,ЗАО,65.4,39.2,19,21,2020,True,True,3.0,2,https://www.cian.ru/sale/flat/290875925/,False,238532.1100917431
29700000.0,5.0,ЦАО,50.0,33.3,11,13,2022,True,True,3.4,2,https://www.cian.ru/sale/flat/286886774/,False,594000.0
37352000.0,19.0,СВАО,81.2,60.9,11,32,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/298828235/,False,460000.0
27500000.0,13.0,ЮАО,63.0,24.0,2,20,2024,True,False,3.9,2,https://www.cian.ru/sale/flat/299605376/,False,436507.9365079365
49000000.0,2.0,ЦАО,52.7,,5,8,2022,False,True,3.0,2,https://www.cian.ru/sale/flat/296060032/,False,929791.2713472486
121460000.0,6.0,СЗАО,107.2,32.9,3,3,2023,True,True,3.1,2,https://www.cian.ru/sale/flat/300415754/,False,1133022.3880597015
42399562.0,25.0,ЮАО,83.7,37.2,12,12,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/291543571/,False,506565.8542413381
39597215.0,22.0,ЮАО,86.02,38.8,13,14,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/291897545/,False,460325.6800744013
45335090.0,8.0,СЗАО,114.5,38.5,25,26,2024,True,False,3.02,2,https://www.cian.ru/sale/flat/290752475/,False,395939.65065502183
103787040.0,9.0,ЦАО,110.6,,5,21,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/262519758/,False,938400.0
31701104.0,8.0,ЮЗАО,68.3,,16,25,2024,True,False,3.17,2,https://www.cian.ru/sale/flat/298403126/,False,464145.0073206442
29900000.0,19.0,ЮВАО,75.8,,5,22,2023,True,False,3.2,2,https://www.cian.ru/sale/flat/299998412/,False,394459.1029023747
77967850.0,12.0,ЗАО,86.5,37.1,2,12,2023,True,False,3.65,2,https://www.cian.ru/sale/flat/299121997/,False,901362.4277456647
19764973.0,30.0,ЗАО,51.9,23.1,6,33,2024,True,False,2.62,2,https://www.cian.ru/sale/flat/300679268/,False,380827.99614643544
20750050.0,4.0,ЗАО,61.3,38.8,19,29,2022,True,True,3.0,2,https://www.cian.ru/sale/flat/286250526/,False,338500.0
75018964.0,1.0,ЦАО,91.4,,48,85,2015,True,True,,2,https://www.cian.ru/sale/flat/291360122/,False,820776.4113785557
84370000.0,4.0,ЦАО,76.7,,42,78,2019,True,True,3.9,2,https://www.cian.ru/sale/flat/298855602/,False,1100000.0
147171200.0,14.0,ЦАО,124.3,,3,8,2023,True,False,3.2,2,https://www.cian.ru/sale/flat/294641860/,False,1184000.0
57630000.0,27.0,ЗАО,69.6,,14,14,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/299262098/,False,828017.2413793104
23234767.0,19.0,ЮВАО,57.1,24.3,29,30,2024,True,False,2.87,2,https://www.cian.ru/sale/flat/300575590/,False,406913.6077057793
34000000.0,4.0,ЗАО,68.0,,21,21,2023,True,False,,2,https://www.cian.ru/sale/flat/300685589/,False,500000.0
19869852.0,5.0,ЗАО,68.8,,9,25,2021,True,False,2.63,2,https://www.cian.ru/sale/flat/299449787/,False,288805.988372093
26357000.0,9.0,СВАО,65.4,,27,27,2022,True,False,,2,https://www.cian.ru/sale/flat/294554070/,False,403012.2324159021
33359634.0,13.0,ЮЗАО,78.1,,28,32,2021,True,False,3.1,2,https://www.cian.ru/sale/flat/264100219/,False,427140.00000000006
21679509.0,20.0,СВАО,59.1,,5,22,2021,True,False,2.65,2,https://www.cian.ru/sale/flat/298401391/,False,366827.56345177663
17306100.0,6.0,ЗАО,57.4,,9,25,2021,True,False,2.63,2,https://www.cian.ru/sale/flat/300192000/,False,301500.0
38945280.0,,СЗАО,70.4,35.7,22,29,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/272153501/,False,553200.0
19500000.0,7.0,ЗАО,51.0,20.3,16,17,2023,True,False,,2,https://www.cian.ru/sale/flat/300488768/,False,382352.9411764706
25900000.0,4.0,ЮАО,47.2,,12,43,2024,True,False,3.0,2,https://www.cian.ru/sale/flat/298057811/,False,548728.813559322
18688012.0,10.0,ЮВАО,51.4,,26,33,2023,True,False,2.72,2,https://www.cian.ru/sale/flat/300362060/,False,363580.0
25983419.0,4.0,ЮАО,62.97,30.2,27,27,2023,True,False,2.87,2,https://www.cian.ru/sale/flat/284858665/,False,412631.71351437195
120615000.0,1.0,ЦАО,93.5,,3,9,2023,True,True,,2,https://www.cian.ru/sale/flat/277035771/,False,1290000.0
29917125.0,8.0,ЮЗАО,65.5,,13,25,2024,True,False,3.17,2,https://www.cian.ru/sale/flat/294550051/,False,456750.0
31596373.0,10.0,САО,74.1,,35,43,2023,True,False,4.2,2,https://www.cian.ru/sale/flat/293391924/,False,426401.79487179493
33072000.0,17.0,СЗАО,62.4,,14,43,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/295305506/,False,530000.0
46280000.0,8.0,ЗАО,75.0,26.6,10,14,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/298893326/,False,617066.6666666666
51000000.0,17.0,ЗАО,51.3,,11,34,2024,True,True,,2,https://www.cian.ru/sale/flat/299744201/,False,994152.0467836257
23200000.0,10.0,СЗАО,45.9,12.9,12,41,2024,True,False,,2,https://www.cian.ru/sale/flat/297369080/,False,505446.62309368193
73998843.0,1.0,ЦАО,92.1,61.3,43,85,2015,True,True,,2,https://www.cian.ru/sale/flat/291360124/,False,803461.9218241043
75607525.0,12.0,ЦАО,88.7,57.8,7,9,2021,True,True,3.6,2,https://www.cian.ru/sale/flat/300835887/,False,852395.9977452086
20708100.0,20.0,СВАО,63.0,,3,22,2021,True,False,2.79,2,https://www.cian.ru/sale/flat/295442241/,False,328700.0
30879200.0,12.0,СВАО,63.8,47.9,11,37,2024,True,False,3.0,2,https://www.cian.ru/sale/flat/298603585/,False,484000.0
24133872.0,24.0,ЗАО,62.0,24.3,2,21,2023,True,False,2.74,2,https://www.cian.ru/sale/flat/297464716/,False,389256.0
37080000.0,12.0,СЗАО,72.0,28.5,17,21,2023,True,False,3.1,2,https://www.cian.ru/sale/flat/299168058/,False,515000.0
19113240.0,4.0,ЗАО,66.4,31.5,2,29,2022,True,True,3.0,2,https://www.cian.ru/sale/flat/286713661/,False,287850.0
31137876.0,,СЗАО,69.3,,34,47,2023,True,False,3.05,2,https://www.cian.ru/sale/flat/296745557/,False,449320.0
36130440.0,16.0,СЗАО,59.7,31.9,11,24,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/289786100/,False,605200.0
65470000.0,15.0,ЗАО,92.2,30.3,13,14,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/296277489/,False,710086.7678958785
85244381.0,1.0,ЦАО,76.65,,4,17,2025,True,False,3.28,2,https://www.cian.ru/sale/flat/299928834/,False,1112124.9967384213
18700000.0,7.0,ЮВАО,48.4,21.4,15,27,2023,True,False,,2,https://www.cian.ru/sale/flat/296856934/,False,386363.63636363635
32685120.0,19.0,СВАО,77.6,,7,22,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/299702838/,False,421200.00000000006
28266000.0,18.0,ЗАО,47.0,,27,41,2024,True,False,3.25,2,https://www.cian.ru/sale/flat/300867229/,False,601404.2553191489
43157704.0,3.0,СВАО,109.7,82.3,37,58,2015,True,False,,2,https://www.cian.ru/sale/flat/299129928/,False,393415.7155879672
18199000.0,11.0,СВАО,51.6,,5,32,2023,True,False,,2,https://www.cian.ru/sale/flat/299873243/,False,352693.7984496124
20115950.0,12.0,ЗАО,54.5,20.2,15,21,2023,True,False,2.7,2,https://www.cian.ru/sale/flat/274414262/,False,369100.0
42495024.0,27.0,ЮАО,88.0,53.0,3,15,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/293204334/,False,482898.0
78990850.0,6.0,СЗАО,81.1,37.4,4,9,2023,True,False,3.25,2,https://www.cian.ru/sale/flat/299261524/,False,973993.2182490752
15382197.0,5.0,ЗАО,51.7,,24,25,2021,True,False,2.63,2,https://www.cian.ru/sale/flat/299508962/,False,297527.9883945841
29603232.0,,СЗАО,64.8,16.2,45,47,2023,True,False,3.05,2,https://www.cian.ru/sale/flat/296745609/,False,456840.0
18437040.0,14.0,ЗАО,52.2,20.8,22,33,2023,True,False,2.7,2,https://www.cian.ru/sale/flat/286155220/,False,353200.0
42665922.0,27.0,ЮАО,82.7,,5,15,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/293356235/,False,515911.9951632406
18627000.0,14.0,ЗАО,52.5,20.8,28,33,2023,True,False,2.7,2,https://www.cian.ru/sale/flat/289149353/,False,354800.0
29925769.0,11.0,СЗАО,64.7,30.1,3,20,2023,True,False,2.85,2,https://www.cian.ru/sale/flat/285041283/,False,462531.20556414215
31900000.0,10.0,ЮВАО,69.0,32.0,3,14,2023,True,False,,2,https://www.cian.ru/sale/flat/300487108/,False,462318.84057971014
154578600.0,14.0,ЦАО,122.1,,5,8,2023,True,False,3.2,2,https://www.cian.ru/sale/flat/299319262/,False,1266000.0
28773800.0,16.0,СЗАО,63.8,,2,6,2023,True,True,3.24,2,https://www.cian.ru/sale/flat/299370739/,False,451000.0
77058760.0,6.0,СЗАО,81.9,37.3,3,9,2023,True,False,3.25,2,https://www.cian.ru/sale/flat/299261530/,False,940888.4004884004
29765148.0,7.0,ЗАО,68.1,21.7,4,9,2023,True,False,2.74,2,https://www.cian.ru/sale/flat/290077041/,False,437080.00000000006
22800000.0,11.0,ВАО,60.16,,6,20,2024,True,False,,2,https://www.cian.ru/sale/flat/287925540/,False,378989.3617021277
20500000.0,13.0,ЮАО,47.0,13.0,7,20,2024,True,False,3.9,2,https://www.cian.ru/sale/flat/299287253/,False,436170.21276595746
12500000.0,14.0,СВАО,52.8,28.5,12,26,2024,True,False,2.66,2,https://www.cian.ru/sale/flat/298664411/,False,236742.42424242425
31000000.0,9.0,СЗАО,72.0,29.0,3,21,2023,True,False,,2,https://www.cian.ru/sale/flat/300836686/,False,430555.55555555556
35189400.0,19.0,СВАО,78.9,59.2,3,32,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/298828204/,False,445999.99999999994
18800000.0,8.0,САО,47.6,30.8,10,35,2023,True,False,,2,https://www.cian.ru/sale/flat/300251772/,False,394957.9831932773
29519672.0,19.0,ЮАО,60.9,,5,10,2024,True,False,2.97,2,https://www.cian.ru/sale/flat/297791449/,False,484723.6781609196
11400000.0,16.0,ЮАО,36.0,,6,20,2023,True,False,2.8,2,https://www.cian.ru/sale/flat/300351570/,False,316666.6666666667
35562728.0,27.0,ЮАО,71.3,43.8,11,15,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/298084416/,False,498775.9887798037
48740000.0,8.0,ЗАО,77.6,,13,14,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/296277857/,False,628092.7835051547
132661182.0,14.0,ЦАО,116.2,93.8,67,67,2023,True,False,3.05,2,https://www.cian.ru/sale/flat/287868739/,False,1141662.4956970739
20682606.0,11.0,СЗАО,68.3,,1,24,2022,True,False,3.0,2,https://www.cian.ru/sale/flat/300361491/,False,302820.0
27599663.0,2.0,ЮЗАО,61.9,,7,25,2024,True,False,3.65,2,https://www.cian.ru/sale/flat/294886677/,False,445875.00807754445
20754949.0,25.0,ЗАО,50.8,22.5,2,33,2023,True,False,2.62,2,https://www.cian.ru/sale/flat/300679635/,False,408561.9881889764
29438644.0,22.0,ЮАО,47.76,24.9,21,21,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/291942937/,False,616387.0184254607
33140040.0,5.0,ЮЗАО,71.2,,23,25,2024,True,False,3.17,2,https://www.cian.ru/sale/flat/294550017/,False,465450.0
32563200.0,19.0,СВАО,76.8,57.6,2,32,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/298828200/,False,424000.0
12100000.0,7.0,ЮВАО,35.6,10.7,3,23,2022,True,False,2.8,2,https://www.cian.ru/sale/flat/295371840/,False,339887.6404494382
36334000.0,11.0,СЗАО,74.0,31.5,8,21,2023,True,False,3.1,2,https://www.cian.ru/sale/flat/299168022/,False,491000.0
23270466.0,10.0,ЗАО,56.04,37.2,23,29,2023,True,False,3.3,2,https://www.cian.ru/sale/flat/297984100/,False,415247.4304068523
22617059.0,17.0,ЮВАО,52.6,24.2,27,29,2024,True,False,2.87,2,https://www.cian.ru/sale/flat/300575236/,False,429982.1102661597
220620000.0,5.0,ЦАО,120.3,35.8,3,6,2025,True,False,3.91,2,https://www.cian.ru/sale/flat/294328854/,False,1833915.2119700748
31935265.0,5.0,ЗАО,57.97,,2,57,2024,True,False,2.9,2,https://www.cian.ru/sale/flat/282209334/,False,550892.9618768329
33376136.0,7.0,ЮАО,72.5,,19,24,2023,True,False,2.97,2,https://www.cian.ru/sale/flat/299606669/,False,460360.49655172415
17028119.0,22.0,ЮАО,50.8,20.7,19,33,2023,True,False,2.62,2,https://www.cian.ru/sale/flat/300725238/,False,335199.19291338586
35625000.0,11.0,СЗАО,75.0,33.0,12,21,2023,True,False,3.1,2,https://www.cian.ru/sale/flat/299167971/,False,475000.0
106945102.0,11.0,ЦАО,112.8,,2,7,2022,True,True,3.4,2,https://www.cian.ru/sale/flat/288177346/,False,948094.8758865248
35800250.0,19.0,ЮВАО,71.9,,21,21,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/300165821/,False,497917.24617524334
30410378.0,7.0,ЮАО,61.3,29.8,31,40,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/293203849/,False,496090.9951060359
16959780.0,20.0,СВАО,51.3,,11,22,2021,True,False,2.79,2,https://www.cian.ru/sale/flat/296754079/,False,330600.0
16900000.0,20.0,ЗАО,72.5,43.5,6,21,2020,True,True,3.0,2,https://www.cian.ru/sale/flat/283700420/,False,233103.44827586206
35500000.0,15.0,ЮАО,88.1,,2,14,2023,True,False,,2,https://www.cian.ru/sale/flat/297131672/,False,402951.1918274688
26723894.0,9.0,ЗАО,69.6,,7,21,2023,True,False,2.74,2,https://www.cian.ru/sale/flat/292213557/,False,383963.9942528736
39007217.0,22.0,ЮАО,66.86,35.5,21,21,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/291543572/,False,583416.3475919833
12304450.0,9.0,ВАО,32.71,21.2,19,25,2024,True,True,2.8,2,https://www.cian.ru/sale/flat/300556155/,False,376167.83858147357
23500000.0,5.0,СЗАО,52.3,29.4,13,25,2023,True,False,,2,https://www.cian.ru/sale/flat/298473301/,False,449330.78393881454
31500000.0,17.0,СЗАО,60.3,35.3,17,44,2023,True,False,,2,https://www.cian.ru/sale/flat/295416267/,False,522388.05970149254
31968800.0,12.0,СВАО,71.2,53.4,3,37,2024,True,False,3.0,2,https://www.cian.ru/sale/flat/298781520/,False,449000.0
37590000.0,11.0,СЗАО,71.6,,12,21,2023,True,False,3.1,2,https://www.cian.ru/sale/flat/299167968/,False,525000.0
31500000.0,4.0,ЮАО,63.1,,7,42,2024,True,False,3.0,2,https://www.cian.ru/sale/flat/291004661/,False,499207.6069730586
20606706.0,17.0,ЮВАО,58.2,21.8,2,29,2024,True,False,2.87,2,https://www.cian.ru/sale/flat/300575195/,False,354067.11340206186
20154060.0,12.0,ЗАО,49.8,35.6,20,21,2020,True,True,3.3,2,https://www.cian.ru/sale/flat/291690425/,False,404700.0
28302558.0,5.0,СЗАО,58.39,,52,52,2024,True,False,2.85,2,https://www.cian.ru/sale/flat/285041610/,False,484715.84175372496
32900524.0,4.0,ЮАО,73.6,,5,24,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/300712729/,False,447017.9891304348
12500000.0,17.0,САО,59.6,,12,14,2023,True,False,2.8,2,https://www.cian.ru/sale/flat/298664454/,False,209731.54362416107
19458439.0,5.0,ЗАО,71.5,,7,25,2021,True,False,2.63,2,https://www.cian.ru/sale/flat/300605473/,False,272146.0
70740000.0,12.0,ЗАО,87.5,31.9,3,12,2023,True,False,3.65,2,https://www.cian.ru/sale/flat/300311955/,False,808457.1428571428
38610969.0,22.0,ЮАО,53.57,29.3,28,29,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/292100457/,False,720757.3081948851
18650000.0,20.0,ЮАО,44.3,,5,16,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/300567987/,False,420993.22799097066
33469130.0,7.0,ЮАО,64.4,31.4,16,40,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/293203934/,False,519706.9875776397
28100000.0,8.0,ЮВАО,60.6,27.7,8,24,2019,True,False,,2,https://www.cian.ru/sale/flat/295669650/,False,463696.3696369637
17250000.0,9.0,ВАО,49.62,21.1,28,33,2023,True,False,,2,https://www.cian.ru/sale/flat/296526099/,False,347642.0798065296
84480213.0,12.0,ЦАО,87.6,54.7,4,9,2021,True,True,3.6,2,https://www.cian.ru/sale/flat/298329476/,False,964385.993150685
29078320.0,5.0,ЮЗАО,63.2,,22,34,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/300783447/,False,460100.0
24500000.0,17.0,СЗАО,49.0,25.7,12,29,2023,True,False,,2,https://www.cian.ru/sale/flat/293665844/,False,500000.0
74709308.0,12.0,ЦАО,84.8,59.4,5,9,2021,True,True,3.6,2,https://www.cian.ru/sale/flat/298329491/,False,881005.9905660377
16200000.0,18.0,ЮВАО,50.6,,25,25,2023,True,False,,2,https://www.cian.ru/sale/flat/300189850/,False,320158.1027667984
24276515.0,7.0,ЮАО,61.3,,13,15,2022,True,False,2.7,2,https://www.cian.ru/sale/flat/300289672/,False,396027.97716150084
25000000.0,4.0,ЗАО,57.2,,23,30,2022,True,False,,2,https://www.cian.ru/sale/flat/296451009/,False,437062.93706293707
29638482.0,,СЗАО,68.1,,23,47,2023,True,False,3.05,2,https://www.cian.ru/sale/flat/296745563/,False,435220.00000000006
16473000.0,7.0,ЮАО,57.8,,25,26,2023,True,False,2.6,2,https://www.cian.ru/sale/flat/298061099/,False,285000.0
34102720.0,17.0,СЗАО,63.2,33.8,24,43,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/293914112/,False,539600.0
23229662.0,2.0,ВАО,55.21,38.3,10,20,2024,True,False,,2,https://www.cian.ru/sale/flat/297151021/,False,420750.98714001087
45140000.0,15.0,ЗАО,68.7,25.1,11,14,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/296277589/,False,657059.6797671033
30454394.0,25.0,ЮАО,53.3,28.4,16,16,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/293203988/,False,571376.9981238274
39580323.0,6.0,ЗАО,73.5,,9,28,2022,True,False,3.12,2,https://www.cian.ru/sale/flat/298334214/,False,538507.7959183673
20849617.0,5.0,ЮВАО,58.4,,2,33,2023,True,False,2.72,2,https://www.cian.ru/sale/flat/300439849/,False,357013.9897260274
11713000.0,12.0,САО,53.0,,2,10,2024,True,True,3.0,2,https://www.cian.ru/sale/flat/293041439/,False,221000.0
40110707.0,25.0,ЮАО,70.28,35.3,16,16,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/294939307/,False,570727.1912350598
33900000.0,7.0,ЦАО,82.01,,41,51,2024,True,False,3.1,2,https://www.cian.ru/sale/flat/299320399/,False,413364.22387513716
31324200.0,,СЗАО,49.8,25.2,6,29,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/289786200/,False,629000.0
37305032.0,4.0,ЦАО,71.1,,8,10,2024,True,True,3.0,2,https://www.cian.ru/sale/flat/295316285/,False,524683.994374121
19081776.0,10.0,ЮВАО,56.0,,2,33,2023,True,False,2.72,2,https://www.cian.ru/sale/flat/300362033/,False,340746.0
25543874.0,6.0,ЮЗАО,47.6,,11,12,2024,True,False,3.17,2,https://www.cian.ru/sale/flat/294550031/,False,536636.0084033613
15410798.0,16.0,САО,59.5,29.7,13,13,2023,True,False,2.84,2,https://www.cian.ru/sale/flat/297032975/,False,259005.00840336134
31000000.0,21.0,ЮАО,78.48,37.3,6,14,2024,True,False,,2,https://www.cian.ru/sale/flat/296389966/,False,395005.0968399592
33281500.0,19.0,ЮВАО,73.0,35.7,6,11,2023,True,False,3.1,2,https://www.cian.ru/sale/flat/289428339/,False,455910.9589041096
25482646.0,24.0,ЗАО,67.0,26.9,8,21,2023,True,False,2.74,2,https://www.cian.ru/sale/flat/286829755/,False,380338.0
44444000.0,17.0,СЗАО,65.6,34.1,34,43,2023,True,False,3.15,2,https://www.cian.ru/sale/flat/295745235/,False,677500.0000000001
19882837.0,29.0,ЗАО,48.9,21.1,29,33,2023,True,False,2.62,2,https://www.cian.ru/sale/flat/300679360/,False,406601.98364008183
65234000.0,6.0,ЦАО,50.18,,10,21,2023,True,False,,2,https://www.cian.ru/sale/flat/298468511/,False,1300000.0
16000000.0,15.0,ЮЗАО,54.2,24.4,6,21,2023,True,False,,2,https://www.cian.ru/sale/flat/298735725/,False,295202.9520295203
20500000.0,4.0,САО,61.0,24.2,11,17,2022,True,False,,2,https://www.cian.ru/sale/flat/259968915/,False,336065.5737704918
37389096.0,22.0,ЮАО,66.86,35.5,19,21,2023,True,False,3.0,2,https://www.cian.ru/sale/flat/297102397/,False,559214.7173197727
14375962.0,16.0,САО,52.8,25.5,10,14,2023,True,False,2.84,2,https://www.cian.ru/sale/flat/297033536/,False,272272.00757575757
69134455.0,12.0,ЦАО,69.9,18.3,7,9,2021,True,True,3.6,2,https://www.cian.ru/sale/flat/298329474/,False,989047.9971387696
128803339.0,8.0,ЦАО,111.3,,8,13,2013,True,True,3.15,2,https://www.cian.ru/sale/flat/297286584/,False,1157262.7044025157
