price,min_to_metro,region_of_moscow,total_area,living_area,floor,number_of_floors,construction_year,is_new,is_apartments,ceiling_height,number_of_rooms,link,floor_needs_review,price_per_m2
9754000.0,12.0,САО,38.4,20.0,4,10,2024,False,True,3.3,1,https://www.cian.ru/sale/flat/300869329/,False,254010.4166666667
10300000.0,5.0,СВАО,37.5,19.1,13,16,,False,False,,1,https://www.cian.ru/sale/flat/297902239/,False,274666.6666666667
17480000.0,14.0,ЦАО,44.9,19.2,11,16,2000,,,,1,https://www.cian.ru/sale/flat/298620907/,False,389309.5768374165
15000000.0,16.0,ЮЗАО,33.0,,4,9,1964,False,False,2.64,1,https://www.cian.ru/sale/flat/299495592/,False,454545.45454545453
9120000.0,12.0,ЮВАО,36.1,21.0,4,9,1980,,,,1,https://www.cian.ru/sale/flat/297473076/,False,252631.5789473684
15800000.0,12.0,ЮВАО,36.8,18.0,3,9,1962,False,False,,1,https://www.cian.ru/sale/flat/298255017/,False,429347.82608695654
12000000.0,6.0,ЮЗАО,30.0,16.0,1,8,1960,False,False,2.7,1,https://www.cian.ru/sale/flat/300332458/,False,400000.0
5900000.0,3.0,ВАО,15.7,12.0,2,3,,False,True,3.3,1,https://www.cian.ru/sale/flat/297261517/,False,375796.1783439491
10000000.0,14.0,СЗАО,38.8,20.5,1,12,1983,False,False,2.64,1,https://www.cian.ru/sale/flat/300886403/,False,257731.9587628866
11300000.0,11.0,СВАО,41.2,,13,19,2015,False,False,2.7,1,https://www.cian.ru/sale/flat/300749553/,False,274271.8446601942
22000000.0,5.0,ЗАО,41.0,20.0,6,15,2022,False,False,3.2,1,https://www.cian.ru/sale/flat/294495712/,False,536585.3658536585
13450000.0,20.0,СВАО,36.2,19.8,6,16,1980,False,False,2.64,1,https://www.cian.ru/sale/flat/300622955/,False,371546.9613259668
11500000.0,6.0,СВАО,38.1,19.9,16,22,,False,False,,1,https://www.cian.ru/sale/flat/279367183/,False,301837.27034120733
9300000.0,7.0,ЮАО,37.2,19.2,16,17,1983,False,False,2.7,1,https://www.cian.ru/sale/flat/299656583/,False,249999.99999999997
4999999.0,2.0,СВАО,20.0,,4,5,1955,False,True,3.0,1,https://www.cian.ru/sale/flat/300710740/,False,249999.95
16200000.0,11.0,ЮАО,42.0,22.0,12,12,2022,False,False,2.75,1,https://www.cian.ru/sale/flat/298704944/,False,385714.28571428574
5444000.0,5.0,ВАО,23.0,15.0,1,12,1977,False,True,2.5,1,https://www.cian.ru/sale/flat/281954303/,False,236695.65217391305
15100000.0,5.0,САО,41.0,18.0,3,16,1983,False,False,2.6,1,https://www.cian.ru/sale/flat/299997376/,False,368292.68292682926
14500000.0,3.0,ЗАО,37.6,18.0,8,17,1984,False,False,2.7,1,https://www.cian.ru/sale/flat/300685886/,False,385638.2978723404
10600000.0,11.0,САО,35.0,15.0,1,14,1994,False,False,2.64,1,https://www.cian.ru/sale/flat/299572625/,False,302857.14285714284
13690000.0,3.0,ЮВАО,40.0,20.0,5,17,1991,False,False,2.7,1,https://www.cian.ru/sale/flat/300782277/,False,342250.0
8900000.0,12.0,САО,34.9,23.0,3,10,2024,False,True,3.3,1,https://www.cian.ru/sale/flat/300868520/,False,255014.32664756448
15400000.0,4.0,САО,32.0,,6,15,2018,False,True,3.0,1,https://www.cian.ru/sale/flat/298939258/,False,481250.0
15890000.0,5.0,ЮЗАО,44.9,19.8,18,24,2003,False,False,2.78,1,https://www.cian.ru/sale/flat/300871933/,False,353897.5501113586
21500000.0,2.0,СВАО,39.7,18.0,14,16,2018,False,False,3.0,1,https://www.cian.ru/sale/flat/299924739/,False,541561.7128463476
18000000.0,10.0,САО,32.1,20.0,4,15,,False,True,,1,https://www.cian.ru/sale/flat/300540943/,False,560747.6635514018
7400000.0,11.0,СВАО,21.0,13.0,1,4,,False,True,,1,https://www.cian.ru/sale/flat/296475423/,False,352380.95238095237
13500000.0,15.0,ЗАО,38.2,21.4,2,9,,False,False,,1,https://www.cian.ru/sale/flat/300616358/,False,353403.14136125654
7300000.0,15.0,ЮВАО,20.0,9.0,10,18,2022,False,False,2.8,1,https://www.cian.ru/sale/flat/291183295/,False,365000.0
7900000.0,15.0,ЗАО,19.6,15.0,12,22,1980,False,True,2.65,1,https://www.cian.ru/sale/flat/294621795/,False,403061.2244897959
26550000.0,14.0,СЗАО,35.4,,9,29,2021,False,True,3.2,1,https://www.cian.ru/sale/flat/300644939/,False,750000.0
7950000.0,3.0,ВАО,32.6,18.0,2,12,1966,False,False,2.64,1,https://www.cian.ru/sale/flat/300050892/,False,243865.0306748466
8700000.0,17.0,ВАО,42.0,19.0,5,16,1988,False,False,2.48,1,https://www.cian.ru/sale/flat/183733799/,False,207142.85714285713
12500000.0,17.0,ЗАО,30.0,12.0,8,19,2019,False,False,,1,https://www.cian.ru/sale/flat/300894636/,False,416666.6666666667
11600000.0,9.0,ЮЗАО,35.0,20.0,6,12,1969,False,False,,1,https://www.cian.ru/sale/flat/294398120/,False,331428.5714285714
6000000.0,3.0,ЮЗАО,37.0,23.5,6,7,2013,False,True,3.2,1,https://www.cian.ru/sale/flat/300193305/,False,162162.16216216216
8200000.0,11.0,ЮЗАО,43.0,20.0,8,17,2007,False,False,2.64,1,https://www.cian.ru/sale/flat/299679053/,False,190697.67441860464
11800000.0,10.0,СЗАО,39.0,21.0,2,12,1981,False,False,2.64,1,https://www.cian.ru/sale/flat/300918991/,False,302564.10256410256
16480000.0,13.0,ЮАО,38.0,,4,19,2016,False,False,2.8,1,https://www.cian.ru/sale/flat/298556166/,False,433684.2105263158
15190000.0,5.0,СЗАО,37.0,20.0,4,21,2002,False,False,,1,https://www.cian.ru/sale/flat/300384806/,False,410540.54054054053
7800000.0,6.0,СЗАО,20.7,,4,4,,False,True,,1,https://www.cian.ru/sale/flat/298261390/,False,376811.59420289856
9990000.0,7.0,ЮВАО,38.3,18.0,16,17,,False,False,,1,https://www.cian.ru/sale/flat/300790165/,False,260835.50913838123
8550000.0,7.0,ЗАО,33.1,22.0,1,9,1966,False,False,2.64,1,https://www.cian.ru/sale/flat/300059358/,False,258308.15709969788
10500000.0,17.0,СВАО,35.1,21.2,5,9,1974,False,False,2.64,1,https://www.cian.ru/sale/flat/299927384/,False,299145.2991452991
30000000.0,8.0,САО,37.5,28.5,3,15,2020,False,True,3.1,1,https://www.cian.ru/sale/flat/300099173/,False,800000.0
16490000.0,15.0,ЗАО,45.0,20.0,19,29,,False,False,,1,https://www.cian.ru/sale/flat/300110674/,False,366444.44444444444
14400000.0,8.0,САО,36.0,19.0,8,9,1970,False,False,2.7,1,https://www.cian.ru/sale/flat/300600845/,False,400000.0
8200000.0,16.0,СЗАО,37.7,1.0,14,28,2023,False,True,3.0,1,https://www.cian.ru/sale/flat/299110504/,False,217506.63129973473
15500000.0,12.0,ЮВАО,38.8,15.0,18,20,2019,False,False,3.0,1,https://www.cian.ru/sale/flat/300551345/,False,399484.5360824743
9000000.0,9.0,ЮЗАО,37.0,19.0,1,12,2000,False,False,2.64,1,https://www.cian.ru/sale/flat/299341352/,False,243243.24324324325
5699999.0,1.0,САО,22.7,,3,3,2022,False,True,3.5,1,https://www.cian.ru/sale/flat/294911919/,False,251101.27753303965
7495000.0,7.0,ЮВАО,18.9,10.9,1,7,,False,True,4.0,1,https://www.cian.ru/sale/flat/296279120/,False,396560.8465608466
24000000.0,17.0,САО,44.0,11.8,9,27,2022,False,False,,1,https://www.cian.ru/sale/flat/300463313/,False,545454.5454545454
5600000.0,12.0,ВАО,15.0,,4,4,,False,True,,1,https://www.cian.ru/sale/flat/296522814/,False,373333.3333333333
12900000.0,4.0,СВАО,43.0,20.0,15,16,2023,False,False,2.8,1,https://www.cian.ru/sale/flat/300224325/,False,300000.0
14500000.0,16.0,ЗАО,42.0,18.0,16,25,1998,False,False,2.8,1,https://www.cian.ru/sale/flat/295181332/,False,345238.09523809527
10750000.0,16.0,ВАО,40.0,19.0,17,24,2007,False,False,2.78,1,https://www.cian.ru/sale/flat/300966108/,False,268750.0
11200000.0,13.0,СВАО,34.0,,4,5,1959,False,False,2.95,1,https://www.cian.ru/sale/flat/299962573/,False,329411.76470588235
9300000.0,13.0,ЮЗАО,38.3,,2,14,,False,False,,1,https://www.cian.ru/sale/flat/297263854/,False,242819.84334203656
18900000.0,4.0,ЮАО,41.7,15.9,23,26,2023,False,False,3.0,1,https://www.cian.ru/sale/flat/295736833/,False,453237.41007194243
26900000.0,1.0,ЮЗАО,55.0,35.0,20,22,2012,False,False,3.4,1,https://www.cian.ru/sale/flat/296147935/,False,489090.9090909091
9490000.0,9.0,ЮАО,39.3,20.0,7,12,1982,False,False,2.64,1,https://www.cian.ru/sale/flat/300824342/,False,241475.8269720102
11300000.0,15.0,ЮЗАО,42.1,17.6,2,12,,False,False,,1,https://www.cian.ru/sale/flat/300838166/,False,268408.5510688836
9300000.0,3.0,ВАО,39.1,24.0,1,12,,False,False,2.64,1,https://www.cian.ru/sale/flat/300779233/,False,237851.66240409206
9100000.0,1.0,ВАО,38.0,18.9,14,14,2006,False,False,2.74,1,https://www.cian.ru/sale/flat/300448810/,False,239473.68421052632
11399000.0,2.0,ЮЗАО,38.0,19.0,13,17,1991,False,False,2.75,1,https://www.cian.ru/sale/flat/300832025/,False,299973.6842105263
6500000.0,5.0,ЗАО,31.5,21.3,4,9,,False,False,,1,https://www.cian.ru/sale/flat/299237703/,False,206349.20634920636
8000000.0,15.0,ВАО,32.0,18.0,1,5,1960,False,False,2.7,1,https://www.cian.ru/sale/flat/292648915/,False,250000.0
38000000.0,5.0,ЦАО,61.3,,11,12,2019,False,True,3.4,1,https://www.cian.ru/sale/flat/292989536/,False,619902.1207177815
8200000.0,16.0,ЮАО,32.7,19.0,8,9,1974,False,False,2.6,1,https://www.cian.ru/sale/flat/299610779/,False,250764.52599388378
23700000.0,4.0,СЗАО,43.0,,21,49,2023,False,False,3.1,1,https://www.cian.ru/sale/flat/300553598/,False,551162.7906976744
27500000.0,9.0,ЗАО,50.0,25.0,12,21,,False,False,,1,https://www.cian.ru/sale/flat/293328305/,False,550000.0
10450000.0,7.0,ЮАО,37.9,18.9,14,17,1986,False,False,2.64,1,https://www.cian.ru/sale/flat/299938068/,False,275725.59366754617
7200000.0,8.0,ЦАО,19.0,7.0,2,3,1900,False,True,,1,https://www.cian.ru/sale/flat/296211422/,False,378947.36842105264
13990000.0,6.0,ЮАО,39.0,,12,16,1981,False,False,2.64,1,https://www.cian.ru/sale/flat/298934809/,False,358717.9487179487
7900000.0,5.0,СЗАО,26.4,,13,22,2022,False,True,,1,https://www.cian.ru/sale/flat/296629506/,False,299242.42424242425
4250000.0,16.0,ЮЗАО,11.2,2.2,3,31,2018,False,True,2.7,1,https://www.cian.ru/sale/flat/290185551/,False,379464.28571428574
11100000.0,10.0,ЗАО,34.0,19.0,1,5,1960,False,False,2.7,1,https://www.cian.ru/sale/flat/299032300/,False,326470.5882352941
19000000.0,,СЗАО,43.0,22.0,19,22,,False,True,3.0,1,https://www.cian.ru/sale/flat/300397973/,False,441860.4651162791
18000000.0,12.0,СЗАО,32.0,19.0,2,37,2018,False,True,3.2,1,https://www.cian.ru/sale/flat/299655895/,False,562500.0
18500000.0,10.0,СЗАО,41.0,,12,28,2022,False,False,3.02,1,https://www.cian.ru/sale/flat/298839224/,False,451219.51219512196
8690000.0,11.0,ЦАО,21.6,,3,8,1957,False,True,3.0,1,https://www.cian.ru/sale/flat/290627963/,False,402314.8148148148
14200000.0,5.0,СЗАО,40.6,26.0,18,25,,False,False,2.85,1,https://www.cian.ru/sale/flat/298599181/,False,349753.69458128075
10100000.0,20.0,САО,35.0,,3,12,1968,False,False,2.64,1,https://www.cian.ru/sale/flat/300501002/,False,288571.4285714286
19700000.0,13.0,ЗАО,33.0,,5,9,1962,False,False,3.0,1,https://www.cian.ru/sale/flat/300709125/,False,596969.696969697
11990000.0,14.0,ЮЗАО,35.0,17.4,9,9,1968,False,False,2.64,1,https://www.cian.ru/sale/flat/300133799/,False,342571.4285714286
10900000.0,10.0,ЮВАО,37.8,18.9,3,17,,False,False,,1,https://www.cian.ru/sale/flat/299570022/,False,288359.78835978836
73000000.0,11.0,ЦАО,49.0,,2,8,,False,True,,1,https://www.cian.ru/sale/flat/300885088/,False,1489795.918367347
8100000.0,7.0,ВАО,38.0,19.0,10,17,1985,False,False,2.65,1,https://www.cian.ru/sale/flat/298115061/,False,213157.8947368421
7000000.0,14.0,ЗАО,20.3,9.3,5,16,,False,False,,1,https://www.cian.ru/sale/flat/294760157/,False,344827.5862068965
9300000.0,7.0,СВАО,33.0,18.0,4,9,,False,False,,1,https://www.cian.ru/sale/flat/287487167/,False,281818.1818181818
15000000.0,8.0,ЦАО,32.8,,11,12,1966,False,False,2.64,1,https://www.cian.ru/sale/flat/298085850/,False,457317.0731707318
23000000.0,10.0,ЮАО,33.0,17.5,4,5,1934,False,False,2.8,1,https://www.cian.ru/sale/flat/300608412/,False,696969.696969697
15300000.0,,ВАО,45.8,21.4,10,14,2004,False,False,2.8,1,https://www.cian.ru/sale/flat/292545798/,False,334061.1353711791
9300000.0,12.0,ЮАО,38.7,21.0,12,12,,False,False,,1,https://www.cian.ru/sale/flat/299776431/,False,240310.07751937982
22500000.0,13.0,Неизвестно,37.0,,8,16,2022,False,False,3.0,1,https://www.cian.ru/sale/flat/300160132/,False,608108.1081081082
2250000.0,15.0,САО,31.6,18.0,1,5,1967,False,False,,1,https://www.cian.ru/sale/flat/298991779/,False,71202.53164556962
34990000.0,13.0,ЦАО,43.3,,16,53,2023,False,False,,1,https://www.cian.ru/sale/flat/297089420/,False,808083.1408775982
35490000.0,13.0,САО,40.1,20.0,20,41,,False,False,,1,https://www.cian.ru/sale/flat/300393598/,False,885037.4064837905
8450000.0,19.0,СВАО,32.2,12.0,16,18,,False,True,,1,https://www.cian.ru/sale/flat/298622666/,False,262422.36024844716
13800000.0,17.0,СЗАО,40.3,30.0,9,28,,False,True,,1,https://www.cian.ru/sale/flat/300592124/,False,342431.7617866005
17500000.0,4.0,СЗАО,42.9,25.0,14,47,,False,False,3.1,1,https://www.cian.ru/sale/flat/300664236/,False,407925.4079254079
29780000.0,2.0,Неизвестно,42.1,13.5,9,21,,False,True,,1,https://www.cian.ru/sale/flat/299726123/,False,707363.4204275535
18300000.0,12.0,ЦАО,38.7,20.0,13,14,2011,False,False,2.75,1,https://www.cian.ru/sale/flat/297215041/,False,472868.2170542635
12990000.0,14.0,ЗАО,35.0,21.0,1,9,1972,False,False,2.64,1,https://www.cian.ru/sale/flat/300197540/,False,371142.85714285716
11900000.0,11.0,ЮВАО,38.6,20.8,4,9,2000,False,False,2.9,1,https://www.cian.ru/sale/flat/300155365/,False,308290.1554404145
11400000.0,15.0,ВАО,38.2,19.2,14,16,1976,False,False,2.7,1,https://www.cian.ru/sale/flat/294166690/,False,298429.3193717277
8300000.0,15.0,ВАО,30.4,18.0,1,5,1960,False,False,,1,https://www.cian.ru/sale/flat/298978405/,False,273026.3157894737
8000000.0,16.0,Неизвестно,32.6,12.0,2,18,,False,True,,1,https://www.cian.ru/sale/flat/296406224/,False,245398.77300613496
12000000.0,16.0,САО,36.6,19.3,4,24,2023,False,False,,1,https://www.cian.ru/sale/flat/298620400/,False,327868.8524590164
15300000.0,3.0,СВАО,40.0,12.0,13,22,2022,False,False,3.0,1,https://www.cian.ru/sale/flat/296383358/,False,382500.0
13400000.0,14.0,ЮЗАО,39.0,20.0,13,16,1981,False,False,2.64,1,https://www.cian.ru/sale/flat/298755272/,False,343589.74358974356
7490000.0,7.0,СВАО,19.1,10.1,7,7,,False,True,,1,https://www.cian.ru/sale/flat/298794106/,False,392146.5968586387
10000000.0,8.0,СВАО,38.5,20.6,2,12,1981,False,False,2.64,1,https://www.cian.ru/sale/flat/300824442/,False,259740.25974025973
5850000.0,,САО,22.8,14.0,2,3,,False,True,3.4,1,https://www.cian.ru/sale/flat/300272054/,False,256578.94736842104
13900000.0,3.0,САО,38.0,19.2,10,17,2001,False,False,2.7,1,https://www.cian.ru/sale/flat/299875131/,False,365789.4736842105
7000000.0,11.0,ЮАО,21.7,12.7,2,3,,False,True,,1,https://www.cian.ru/sale/flat/300395248/,False,322580.64516129036
14980000.0,20.0,СЗАО,48.0,15.0,4,19,2023,False,False,3.0,1,https://www.cian.ru/sale/flat/300148604/,False,312083.3333333333
7100000.0,7.0,ВАО,29.4,15.5,2,5,1972,False,False,2.77,1,https://www.cian.ru/sale/flat/300373889/,False,241496.5986394558
11800000.0,19.0,СЗАО,39.9,19.0,4,4,1948,False,False,3.2,1,https://www.cian.ru/sale/flat/299093726/,False,295739.3483709273
21800000.0,8.0,ЗАО,36.3,19.0,25,26,,False,False,,1,https://www.cian.ru/sale/flat/297951795/,False,600550.9641873279
13850000.0,10.0,ЮАО,40.3,22.6,21,24,2022,False,False,2.9,1,https://www.cian.ru/sale/flat/296405462/,False,343672.4565756824
11300000.0,5.0,СВАО,38.0,25.0,5,17,,False,False,,1,https://www.cian.ru/sale/flat/299356077/,False,297368.4210526316
14200000.0,5.0,СВАО,42.4,21.0,2,23,2021,False,False,2.8,1,https://www.cian.ru/sale/flat/297722022/,False,334905.6603773585
7000000.0,4.0,СВАО,21.0,13.0,9,16,,False,True,,1,https://www.cian.ru/sale/flat/297150227/,False,333333.3333333333
9100000.0,10.0,ВАО,36.0,19.3,4,16,,False,False,,1,https://www.cian.ru/sale/flat/299944808/,False,252777.77777777778
7500000.0,8.0,ЮАО,32.5,19.0,1,9,1973,False,False,2.64,1,https://www.cian.ru/sale/flat/300413307/,False,230769.23076923078
10850000.0,20.0,ВАО,38.7,20.4,4,9,1983,False,False,2.7,1,https://www.cian.ru/sale/flat/300377102/,False,280361.7571059431
8150000.0,5.0,ВАО,33.1,19.1,3,9,1973,False,False,2.64,1,https://www.cian.ru/sale/flat/297901577/,False,246223.56495468278
17970000.0,20.0,СЗАО,36.0,15.0,20,25,2022,False,False,2.8,1,https://www.cian.ru/sale/flat/300246480/,False,499166.6666666667
7650000.0,19.0,САО,35.0,22.0,4,7,2022,False,True,4.2,1,https://www.cian.ru/sale/flat/298702852/,False,218571.42857142858
13300000.0,4.0,ВАО,44.5,,22,24,2007,False,False,2.78,1,https://www.cian.ru/sale/flat/295618764/,False,298876.40449438203
13590000.0,8.0,ЗАО,34.9,,5,12,1967,False,False,2.6,1,https://www.cian.ru/sale/flat/300787335/,False,389398.2808022923
21900000.0,3.0,СЗАО,41.4,17.0,7,22,2020,False,False,3.1,1,https://www.cian.ru/sale/flat/300685195/,False,528985.5072463768
6990000.0,7.0,ВАО,21.0,,1,6,1927,False,True,3.0,1,https://www.cian.ru/sale/flat/300302065/,False,332857.14285714284
13500000.0,14.0,ЮАО,37.0,18.0,10,23,1984,False,False,2.75,1,https://www.cian.ru/sale/flat/300277635/,False,364864.86486486485
12990000.0,8.0,ЗАО,34.5,17.1,5,19,2019,False,False,,1,https://www.cian.ru/sale/flat/300146036/,False,376521.73913043475
14500000.0,5.0,САО,37.9,19.0,12,17,1986,False,False,2.75,1,https://www.cian.ru/sale/flat/298554787/,False,382585.75197889184
10000000.0,9.0,ЗАО,39.0,21.0,2,14,1988,False,False,2.64,1,https://www.cian.ru/sale/flat/300305305/,False,256410.2564102564
10390000.0,10.0,САО,27.0,,5,8,1961,False,False,2.8,1,https://www.cian.ru/sale/flat/300646975/,False,384814.81481481483
9850000.0,,ВАО,29.6,17.1,4,9,1968,False,False,2.64,1,https://www.cian.ru/sale/flat/265719814/,False,332770.27027027024
21000000.0,4.0,ЗАО,45.0,25.0,18,28,2021,False,False,3.0,1,https://www.cian.ru/sale/flat/300134952/,False,466666.6666666667
6854250.0,12.0,ЮВАО,34.9,,1,9,1980,False,True,2.5,1,https://www.cian.ru/sale/flat/296746930/,False,196396.84813753582
16000000.0,12.0,ЗАО,41.9,21.5,19,19,2022,False,False,2.72,1,https://www.cian.ru/sale/flat/300703424/,False,381861.57517899765
26000000.0,3.0,САО,51.0,26.0,18,32,2010,False,False,3.0,1,https://www.cian.ru/sale/flat/300069031/,False,509803.92156862747
18700000.0,14.0,ЗАО,37.7,17.7,7,27,,False,False,,1,https://www.cian.ru/sale/flat/300110671/,False,496021.2201591512
7500000.0,5.0,САО,15.3,7.3,7,9,,False,False,,1,https://www.cian.ru/sale/flat/300591126/,False,490196.07843137253
8700000.0,17.0,СЗАО,31.8,18.0,2,4,,False,False,,1,https://www.cian.ru/sale/flat/300691951/,False,273584.90566037735
8450000.0,15.0,ЮВАО,20.0,14.0,14,23,2023,False,False,,1,https://www.cian.ru/sale/flat/300430476/,False,422500.0
25000000.0,4.0,СЗАО,43.2,20.0,4,20,,False,False,,1,https://www.cian.ru/sale/flat/285973385/,False,578703.7037037037
10490000.0,5.0,ЮАО,32.7,,2,12,1975,False,False,2.5,1,https://www.cian.ru/sale/flat/300635008/,False,320795.1070336391
8400000.0,15.0,ЮАО,35.0,20.0,5,9,,False,False,,1,https://www.cian.ru/sale/flat/300444908/,False,240000.0
14150000.0,11.0,ЮЗАО,38.5,19.0,17,17,2010,False,False,2.74,1,https://www.cian.ru/sale/flat/300454579/,False,367532.4675324675
13500000.0,5.0,САО,34.8,20.0,6,16,2020,False,True,2.8,1,https://www.cian.ru/sale/flat/298982026/,False,387931.03448275867
5445000.0,2.0,СВАО,19.8,,2,5,,False,True,3.15,1,https://www.cian.ru/sale/flat/299884766/,False,275000.0
5723000.0,1.0,СВАО,19.4,,3,5,,False,True,3.15,1,https://www.cian.ru/sale/flat/299880337/,False,295000.0
8590000.0,15.0,СЗАО,29.6,18.3,1,5,1960,False,False,2.7,1,https://www.cian.ru/sale/flat/298868538/,False,290202.70270270266
6400000.0,15.0,ВАО,24.0,16.0,2,6,1970,False,True,3.3,1,https://www.cian.ru/sale/flat/300184257/,False,266666.6666666667
7700000.0,15.0,ЮЗАО,35.0,15.0,12,14,2008,False,False,2.64,1,https://www.cian.ru/sale/flat/296254383/,False,220000.0
9900000.0,7.0,ЗАО,41.0,19.0,15,22,,False,False,,1,https://www.cian.ru/sale/flat/300146314/,False,241463.41463414635
12300000.0,19.0,САО,35.2,11.7,14,33,2021,False,False,,1,https://www.cian.ru/sale/flat/300150280/,False,349431.8181818182
9800000.0,9.0,ЮВАО,41.4,18.0,9,17,2011,False,False,2.8,1,https://www.cian.ru/sale/flat/300946150/,False,236714.97584541063
16300000.0,11.0,ЮАО,38.0,18.3,7,20,,False,False,3.0,1,https://www.cian.ru/sale/flat/296209050/,False,428947.36842105264
8300000.0,9.0,ЮАО,33.0,18.0,9,12,,False,False,,1,https://www.cian.ru/sale/flat/299729992/,False,251515.15151515152
15000000.0,11.0,СВАО,39.1,11.7,20,32,2023,False,False,2.75,1,https://www.cian.ru/sale/flat/300067352/,False,383631.7135549872
8300000.0,12.0,ЮВАО,30.0,18.0,2,5,1964,False,False,2.5,1,https://www.cian.ru/sale/flat/298808258/,False,276666.6666666667
12500000.0,7.0,ВАО,34.0,19.0,1,13,1975,False,False,2.5,1,https://www.cian.ru/sale/flat/300691248/,False,367647.0588235294
67500000.0,10.0,СЗАО,106.1,18.3,49,58,2022,False,False,,1,https://www.cian.ru/sale/flat/300752525/,False,636192.2714420358
8200000.0,20.0,ЗАО,23.5,18.0,3,5,1968,False,False,2.5,1,https://www.cian.ru/sale/flat/300845591/,False,348936.170212766
11990000.0,15.0,ВАО,31.9,,16,21,2023,False,True,2.62,1,https://www.cian.ru/sale/flat/300137251/,False,375862.0689655173
13890000.0,16.0,СЗАО,35.7,12.2,13,21,2023,False,False,3.1,1,https://www.cian.ru/sale/flat/300073845/,False,389075.6302521008
8100000.0,12.0,Неизвестно,19.0,,7,12,1981,False,False,2.7,1,https://www.cian.ru/sale/flat/300141878/,False,426315.7894736842
16200000.0,17.0,ЮВАО,40.4,13.0,4,30,2022,False,False,2.9,1,https://www.cian.ru/sale/flat/300865217/,False,400990.099009901
5155000.0,2.0,СВАО,20.3,,3,5,1955,False,True,3.0,1,https://www.cian.ru/sale/flat/300667780/,False,253940.8866995074
6137000.0,12.0,ЮВАО,26.8,15.0,5,9,1980,False,True,2.6,1,https://www.cian.ru/sale/flat/300484391/,False,228992.53731343284
17900000.0,8.0,ЗАО,40.0,18.0,14,31,,False,False,,1,https://www.cian.ru/sale/flat/300197753/,False,447500.0
10990000.0,7.0,ЮАО,38.1,19.2,7,17,,False,False,,1,https://www.cian.ru/sale/flat/294267082/,False,288451.4435695538
10500000.0,11.0,САО,30.5,18.5,2,5,1963,False,False,2.5,1,https://www.cian.ru/sale/flat/300617206/,False,344262.2950819672
60000000.0,6.0,Неизвестно,60.0,,12,13,,False,True,,1,https://www.cian.ru/sale/flat/293370044/,False,1000000.0
7580000.0,3.0,ВАО,32.0,18.0,2,9,,False,False,,1,https://www.cian.ru/sale/flat/299472933/,False,236875.0
13300000.0,17.0,ЮВАО,42.0,20.0,15,17,2023,False,False,2.8,1,https://www.cian.ru/sale/flat/298260764/,False,316666.6666666667
10990000.0,9.0,ЮВАО,38.4,20.0,17,19,2018,False,False,2.74,1,https://www.cian.ru/sale/flat/300821406/,False,286197.9166666667
5900000.0,12.0,ВАО,30.0,21.0,-1,7,,False,True,,1,https://www.cian.ru/sale/flat/297954187/,True,196666.66666666666
10200000.0,6.0,ВАО,38.0,21.0,3,9,1970,False,False,2.64,1,https://www.cian.ru/sale/flat/299278048/,False,268421.05263157893
12699000.0,7.0,СВАО,35.4,16.2,10,17,2021,False,False,2.8,1,https://www.cian.ru/sale/flat/298657575/,False,358728.81355932204
9215000.0,12.0,ЮВАО,36.5,,9,9,1980,False,False,2.5,1,https://www.cian.ru/sale/flat/298882717/,False,252465.75342465754
15000000.0,5.0,САО,33.8,15.0,17,17,2018,False,False,3.0,1,https://www.cian.ru/sale/flat/299989219/,False,443786.98224852077
60000000.0,6.0,ЦАО,60.0,,12,13,2016,False,True,3.0,1,https://www.cian.ru/sale/flat/289242301/,False,1000000.0
14800000.0,8.0,ЮВАО,41.1,15.0,14,26,2023,False,False,2.7,1,https://www.cian.ru/sale/flat/299560332/,False,360097.32360097324
12200000.0,10.0,САО,35.3,17.0,9,14,,False,True,,1,https://www.cian.ru/sale/flat/299589586/,False,345609.0651558074
9900000.0,13.0,ЮАО,38.5,19.5,2,16,,False,False,,1,https://www.cian.ru/sale/flat/299567278/,False,257142.85714285713
15990000.0,16.0,ЮАО,45.9,20.0,21,21,2006,False,False,2.78,1,https://www.cian.ru/sale/flat/300334903/,False,348366.01307189546
9500000.0,8.0,ЮЗАО,36.0,16.0,1,12,1999,False,False,2.7,1,https://www.cian.ru/sale/flat/300301003/,False,263888.8888888889
10499000.0,11.0,ЮВАО,38.0,16.6,8,19,2013,False,False,2.78,1,https://www.cian.ru/sale/flat/300959550/,False,276289.4736842105
24500000.0,5.0,САО,39.9,,15,24,2022,False,False,3.1,1,https://www.cian.ru/sale/flat/297841625/,False,614035.0877192983
5230000.0,2.0,СВАО,20.6,,2,5,1955,False,True,3.0,1,https://www.cian.ru/sale/flat/293859596/,False,253883.49514563105
6299000.0,15.0,ВАО,29.5,,6,6,2023,False,True,6.0,1,https://www.cian.ru/sale/flat/285374995/,False,213525.42372881356
8500000.0,20.0,СВАО,32.6,20.0,4,9,1975,False,False,2.64,1,https://www.cian.ru/sale/flat/299733663/,False,260736.1963190184
11790000.0,15.0,ЦАО,31.0,18.0,3,8,1961,False,False,2.75,1,https://www.cian.ru/sale/flat/299147351/,False,380322.5806451613
8100000.0,16.0,СВАО,30.7,17.7,5,18,2023,False,True,3.0,1,https://www.cian.ru/sale/flat/299217031/,False,263843.64820846904
8200000.0,11.0,САО,36.0,19.0,4,4,1957,False,False,3.2,1,https://www.cian.ru/sale/flat/298484384/,False,227777.77777777778
