price,min_to_metro,region_of_moscow,total_area,living_area,floor,number_of_floors,construction_year,is_new,is_apartments,ceiling_height,number_of_rooms,link
15900000.0,11.0,SEAR,39.8,,4.0,21.0,2021.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300565552/
44000000.0,10.0,CAR,80.0,53.0,4.0,5.0,1928.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300539707/
11000000.0,9.0,NEAR,44.5,,3.0,4.0,1970.0,0.0,1.0,3.0,2.0,https://www.cian.ru/sale/flat/298139494/
24600000.0,7.0,CAR,44.3,,6.0,9.0,1963.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300620282/
11190000.0,17.0,NAR,50.9,25.5,13.0,14.0,2023.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/291101042/
31500000.0,4.0,SAR,63.1,,8.0,42.0,2023.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/300422113/
12150000.0,15.0,SAR,42.7,24.6,3.0,12.0,1972.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/300887606/
82800000.0,2.0,CAR,60.7,,8.0,9.0,2023.0,0.0,1.0,,2.0,https://www.cian.ru/sale/flat/299672730/
35000000.0,6.0,CAR,52.8,,4.0,9.0,1940.0,0.0,0.0,3.2,2.0,https://www.cian.ru/sale/flat/299153424/
17550000.0,12.0,SEAR,57.5,32.9,7.0,17.0,2021.0,0.0,0.0,2.7,2.0,https://www.cian.ru/sale/flat/297412548/
26200000.0,1.0,NAR,58.0,25.5,31.0,59.0,2021.0,0.0,0.0,2.9,2.0,https://www.cian.ru/sale/flat/295134014/
58310000.0,7.0,CAR,68.6,,6.0,7.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/294445366/
11700000.0,4.0,EAR,45.2,33.3,5.0,5.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/287768560/
11900000.0,7.0,SEAR,44.8,29.2,1.0,5.0,1963.0,0.0,0.0,2.6,2.0,https://www.cian.ru/sale/flat/298662616/
104750000.0,6.0,CAR,78.0,,7.0,12.0,,0.0,1.0,,2.0,https://www.cian.ru/sale/flat/300509437/
23250000.0,8.0,WAR,54.0,29.0,10.0,18.0,2007.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/299141032/
10800000.0,11.0,EAR,45.0,28.3,7.0,9.0,1966.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/299417295/
24000000.0,8.0,SEAR,64.0,34.2,15.0,29.0,2023.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/300813354/
11500000.0,16.0,SAR,45.0,30.0,2.0,12.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/298829548/
86000000.0,4.0,CAR,114.0,92.0,46.0,75.0,,0.0,1.0,,2.0,https://www.cian.ru/sale/flat/288307714/
16500000.0,12.0,WAR,52.0,30.7,14.0,17.0,1985.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/299675189/
64200000.0,5.0,CAR,60.0,20.0,11.0,13.0,2016.0,0.0,1.0,,2.0,https://www.cian.ru/sale/flat/300422135/
18603000.0,8.0,SAR,47.7,,3.0,9.0,1974.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/298726841/
52000000.0,9.0,CAR,51.0,,3.0,21.0,2022.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/300822469/
10150000.0,12.0,EAR,36.8,,3.0,5.0,2015.0,0.0,1.0,3.9,2.0,https://www.cian.ru/sale/flat/300699318/
26700000.0,8.0,WAR,50.4,16.3,3.0,28.0,2022.0,0.0,0.0,3.12,2.0,https://www.cian.ru/sale/flat/299580417/
19800000.0,10.0,NAR,61.6,,3.0,4.0,1958.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/300523406/
12900000.0,8.0,WAR,54.0,33.0,10.0,17.0,1989.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/300855957/
54890000.0,19.0,CAR,60.0,40.0,3.0,16.0,,0.0,0.0,3.25,2.0,https://www.cian.ru/sale/flat/298805764/
17400000.0,6.0,SAR,72.0,,16.0,22.0,2023.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/300142526/
29000000.0,20.0,NWAR,62.0,27.0,27.0,28.0,,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/298815515/
11300000.0,7.0,SEAR,57.6,43.3,10.0,12.0,1979.0,0.0,0.0,2.6,2.0,https://www.cian.ru/sale/flat/300510506/
46900000.0,5.0,,98.6,,7.0,12.0,,0.0,1.0,4.5,2.0,https://www.cian.ru/sale/flat/293381153/
16999000.0,10.0,SEAR,62.2,37.4,19.0,26.0,2022.0,0.0,0.0,2.7,2.0,https://www.cian.ru/sale/flat/298382822/
19900000.0,5.0,CAR,42.0,,2.0,9.0,1968.0,0.0,0.0,2.6,2.0,https://www.cian.ru/sale/flat/300541952/
31000000.0,10.0,WAR,58.5,29.1,4.0,25.0,2007.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/298572082/
40000000.0,5.0,WAR,69.0,35.5,7.0,14.0,2022.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300071776/
36500000.0,8.0,WAR,66.0,,29.0,35.0,2021.0,0.0,0.0,3.1,2.0,https://www.cian.ru/sale/flat/298874919/
30440000.0,1.0,WAR,71.0,32.0,4.0,25.0,,0.0,0.0,3.1,2.0,https://www.cian.ru/sale/flat/293912931/
29440000.0,2.0,NAR,48.6,,3.0,8.0,2023.0,0.0,1.0,3.2,2.0,https://www.cian.ru/sale/flat/300661812/
24900000.0,,NWAR,49.7,,8.0,42.0,2018.0,0.0,1.0,3.2,2.0,https://www.cian.ru/sale/flat/298836589/
20000000.0,15.0,WAR,54.0,32.0,9.0,17.0,1986.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/300320333/
11000000.0,6.0,EAR,45.4,,5.0,9.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/297829179/
50000000.0,3.0,CAR,105.0,,15.0,85.0,2016.0,0.0,1.0,3.0,2.0,https://www.cian.ru/sale/flat/300301168/
61000000.0,10.0,CAR,82.0,56.0,4.0,14.0,2013.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/294622192/
11800000.0,6.0,SAR,46.2,30.3,7.0,12.0,1976.0,0.0,0.0,2.5,2.0,https://www.cian.ru/sale/flat/297961592/
14300000.0,5.0,NWAR,45.7,,6.0,25.0,2022.0,0.0,1.0,3.1,2.0,https://www.cian.ru/sale/flat/300172251/
24300000.0,14.0,WAR,56.7,,8.0,28.0,2019.0,0.0,1.0,3.0,2.0,https://www.cian.ru/sale/flat/297903443/
28900000.0,8.0,WAR,50.0,,18.0,44.0,2022.0,0.0,0.0,3.1,2.0,https://www.cian.ru/sale/flat/299647198/
15950000.0,13.0,WAR,53.0,32.8,6.0,14.0,1968.0,0.0,0.0,2.7,2.0,https://www.cian.ru/sale/flat/297079796/
13900000.0,11.0,SEAR,49.2,,1.0,9.0,2003.0,0.0,0.0,2.78,2.0,https://www.cian.ru/sale/flat/292375277/
65500000.0,1.0,CAR,72.9,,79.0,95.0,2017.0,0.0,1.0,3.5,2.0,https://www.cian.ru/sale/flat/299746602/
18150000.0,5.0,NWAR,52.2,,22.0,22.0,2022.0,0.0,1.0,,2.0,https://www.cian.ru/sale/flat/300015130/
35000000.0,8.0,NAR,65.1,,19.0,20.0,2023.0,0.0,0.0,2.7,2.0,https://www.cian.ru/sale/flat/300607713/
10500000.0,16.0,NWAR,47.3,31.1,1.0,9.0,1967.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/298436420/
17500000.0,12.0,SAR,60.0,34.0,5.0,17.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300774365/
19690000.0,2.0,WAR,56.3,36.7,9.0,9.0,1977.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/299518128/
14800000.0,11.0,SAR,45.0,,4.0,9.0,1970.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/300508742/
25990000.0,12.0,NEAR,62.0,36.0,15.0,20.0,2021.0,0.0,1.0,3.15,2.0,https://www.cian.ru/sale/flat/300269883/
22500000.0,4.0,CAR,50.0,26.6,3.0,8.0,1941.0,0.0,0.0,3.5,2.0,https://www.cian.ru/sale/flat/298617996/
36500000.0,9.0,NWAR,51.8,,40.0,48.0,2022.0,0.0,0.0,2.9,2.0,https://www.cian.ru/sale/flat/294614240/
33000000.0,11.0,CAR,57.4,,5.0,15.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/292945866/
93700000.0,12.0,CAR,60.0,14.0,2.0,9.0,2020.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/294203461/
11100000.0,16.0,SAR,44.4,27.9,5.0,9.0,1975.0,0.0,0.0,2.5,2.0,https://www.cian.ru/sale/flat/300829381/
11600000.0,8.0,SEAR,54.0,,9.0,17.0,2010.0,0.0,0.0,2.74,2.0,https://www.cian.ru/sale/flat/298537664/
26900000.0,9.0,WAR,50.1,,15.0,20.0,2022.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300191477/
58600000.0,7.0,CAR,56.58,,3.0,21.0,2023.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/296838582/
12750000.0,10.0,WAR,46.0,27.6,7.0,9.0,1967.0,0.0,0.0,2.5,2.0,https://www.cian.ru/sale/flat/297235125/
22290000.0,15.0,NWAR,54.4,,11.0,21.0,2023.0,0.0,0.0,3.1,2.0,https://www.cian.ru/sale/flat/297720778/
12500000.0,7.0,SAR,53.8,32.2,3.0,17.0,1983.0,0.0,0.0,2.7,2.0,https://www.cian.ru/sale/flat/299768114/
31000000.0,7.0,SWAR,66.5,,26.0,34.0,2023.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/298322864/
33499000.0,14.0,NAR,63.0,31.8,9.0,26.0,2022.0,0.0,0.0,2.9,2.0,https://www.cian.ru/sale/flat/291207212/
23550000.0,9.0,NWAR,52.0,35.0,6.0,52.0,2022.0,0.0,0.0,3.1,2.0,https://www.cian.ru/sale/flat/300688271/
90000000.0,3.0,CAR,101.0,,43.0,75.0,2013.0,0.0,1.0,3.2,2.0,https://www.cian.ru/sale/flat/292207196/
14500000.0,11.0,NWAR,43.0,27.0,5.0,9.0,1968.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/299853663/
77112000.0,12.0,SWAR,123.3,,16.0,18.0,2005.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/298978845/
92900000.0,6.0,CAR,78.0,55.0,72.0,78.0,2020.0,0.0,1.0,3.04,2.0,https://www.cian.ru/sale/flat/299216001/
24800000.0,16.0,WAR,68.4,,6.0,25.0,2015.0,0.0,1.0,3.0,2.0,https://www.cian.ru/sale/flat/299125015/
11000000.0,10.0,SAR,37.7,,1.0,9.0,1963.0,0.0,0.0,2.65,2.0,https://www.cian.ru/sale/flat/300795874/
38000000.0,5.0,WAR,68.7,,3.0,14.0,,0.0,0.0,3.3,2.0,https://www.cian.ru/sale/flat/299165562/
11500000.0,9.0,NEAR,55.7,,6.0,23.0,2007.0,0.0,1.0,2.65,2.0,https://www.cian.ru/sale/flat/300074472/
30490000.0,16.0,NWAR,46.0,30.0,30.0,43.0,2023.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/300520402/
149038000.0,2.0,CAR,76.5,,3.0,3.0,,0.0,1.0,5.2,2.0,https://www.cian.ru/sale/flat/298893125/
31000000.0,26.0,WAR,46.5,25.1,18.0,25.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/299739632/
74500000.0,5.0,CAR,75.0,,36.0,78.0,,0.0,1.0,,2.0,https://www.cian.ru/sale/flat/300467617/
16300000.0,3.0,NWAR,53.9,,9.0,17.0,1985.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/300734770/
11100000.0,18.0,SWAR,46.6,29.8,7.0,14.0,1968.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/297580299/
86000000.0,3.0,CAR,114.2,,46.0,75.0,2013.0,0.0,1.0,3.0,2.0,https://www.cian.ru/sale/flat/288553462/
42000000.0,5.0,NWAR,76.3,,10.0,23.0,,0.0,0.0,3.2,2.0,https://www.cian.ru/sale/flat/300327999/
19800000.0,11.0,WAR,60.0,34.0,6.0,17.0,,0.0,0.0,2.7,2.0,https://www.cian.ru/sale/flat/300418102/
28500000.0,1.0,NAR,60.5,,4.0,30.0,2021.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/300207271/
75000000.0,2.0,CAR,75.0,,2.0,4.0,,0.0,0.0,2.9,2.0,https://www.cian.ru/sale/flat/288080141/
22000000.0,17.0,NAR,43.0,12.0,5.0,27.0,2022.0,0.0,0.0,4.5,2.0,https://www.cian.ru/sale/flat/300569348/
34000000.0,15.0,WAR,66.5,,2.0,22.0,2015.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/300350306/
15990000.0,5.0,NWAR,43.0,,5.0,9.0,1967.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/298726692/
15900000.0,2.0,NAR,47.0,20.0,11.0,33.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300617244/
11100000.0,10.0,EAR,38.0,26.8,1.0,9.0,1970.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/298662594/
32000000.0,5.0,WAR,53.0,30.0,18.0,22.0,,0.0,0.0,3.1,2.0,https://www.cian.ru/sale/flat/294770486/
82000000.0,4.0,WAR,65.6,,3.0,12.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300877514/
14800000.0,10.0,NAR,47.0,31.0,5.0,14.0,1971.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/300822574/
33000000.0,14.0,SAR,65.0,28.7,6.0,15.0,2023.0,0.0,0.0,3.4,2.0,https://www.cian.ru/sale/flat/299012452/
12800000.0,13.0,SEAR,48.0,30.2,12.0,12.0,1970.0,0.0,0.0,2.6,2.0,https://www.cian.ru/sale/flat/300025818/
20300000.0,12.0,NAR,45.0,28.0,7.0,14.0,1971.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/300813808/
1000000.0,3.0,NEAR,52.9,30.7,6.0,12.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/298377792/
37000000.0,8.0,NAR,60.0,35.0,13.0,24.0,2020.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/300692511/
12699000.0,12.0,EAR,40.9,26.2,6.0,8.0,1961.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/299601515/
68000000.0,6.0,CAR,64.1,,4.0,5.0,2021.0,0.0,1.0,3.3,2.0,https://www.cian.ru/sale/flat/300299599/
15800000.0,17.0,SWAR,42.0,,7.0,9.0,1967.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/298429447/
36000000.0,,CAR,53.6,31.6,7.0,8.0,,0.0,0.0,3.3,2.0,https://www.cian.ru/sale/flat/300421699/
12000000.0,4.0,NEAR,37.4,,3.0,12.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300741529/
23150000.0,12.0,WAR,62.0,30.0,9.0,12.0,2021.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/300092745/
24719029.0,15.0,NEAR,64.0,34.0,6.0,17.0,2021.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/299671114/
47000000.0,15.0,WAR,47.0,,8.0,11.0,2020.0,0.0,0.0,3.3,2.0,https://www.cian.ru/sale/flat/300299710/
55000000.0,11.0,NWAR,82.0,45.0,28.0,48.0,2016.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/298650795/
17500000.0,10.0,NAR,52.3,,6.0,17.0,2004.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/298925810/
28800000.0,20.0,SWAR,66.0,28.0,8.0,42.0,,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/300771933/
16900000.0,8.0,NAR,40.0,,10.0,16.0,1979.0,0.0,0.0,2.6,2.0,https://www.cian.ru/sale/flat/299695600/
12000000.0,8.0,SEAR,44.9,29.3,2.0,9.0,1964.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/297910425/
39900000.0,,WAR,77.0,32.0,47.0,52.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/289119692/
169783560.0,8.0,WAR,123.0,,2.0,6.0,2012.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/292476141/
46500000.0,6.0,CAR,44.0,,3.0,5.0,2021.0,0.0,1.0,3.4,2.0,https://www.cian.ru/sale/flat/294650795/
12000000.0,9.0,NEAR,37.0,22.0,6.0,8.0,1960.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300832937/
91999000.0,6.0,CAR,99.61,,10.0,14.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300826937/
10840000.0,12.0,WAR,34.1,,1.0,9.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300319011/
21900000.0,14.0,SAR,52.7,13.9,2.0,5.0,2023.0,0.0,0.0,3.1,2.0,https://www.cian.ru/sale/flat/299779162/
29000000.0,,NAR,48.7,,12.0,15.0,2019.0,0.0,1.0,3.0,2.0,https://www.cian.ru/sale/flat/298457044/
29900000.0,4.0,WAR,63.0,,11.0,24.0,2018.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/299300306/
80000000.0,9.0,CAR,80.0,,2.0,6.0,,0.0,0.0,3.5,2.0,https://www.cian.ru/sale/flat/299294037/
41990000.0,12.0,NAR,56.9,,39.0,41.0,2021.0,0.0,0.0,3.1,2.0,https://www.cian.ru/sale/flat/300618922/
16600000.0,12.0,SEAR,55.0,,7.0,12.0,1985.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/299901758/
11300000.0,14.0,EAR,46.4,30.6,7.0,12.0,1970.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/299048958/
16500000.0,10.0,SWAR,38.5,22.9,6.0,9.0,1962.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/300025324/
33500000.0,13.0,NAR,63.0,29.7,2.0,12.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/298833137/
29300000.0,12.0,NWAR,52.0,20.0,5.0,19.0,2018.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/298519060/
41500000.0,14.0,CAR,70.3,,12.0,27.0,2023.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/299429352/
18130000.0,7.0,NEAR,57.4,29.6,10.0,22.0,,0.0,0.0,2.85,2.0,https://www.cian.ru/sale/flat/299853615/
29000000.0,16.0,SEAR,70.6,,10.0,12.0,2020.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/300711703/
15550000.0,10.0,SEAR,54.5,31.9,10.0,16.0,1977.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/286749798/
14500000.0,6.0,SAR,47.9,,2.0,9.0,1973.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/298819612/
13490000.0,10.0,EAR,38.8,,3.0,12.0,1966.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/300703069/
20880000.0,6.0,CAR,45.0,32.0,6.0,8.0,1963.0,0.0,0.0,2.9,2.0,https://www.cian.ru/sale/flat/297532830/
50400000.0,3.0,CAR,72.0,,47.0,78.0,2019.0,0.0,1.0,3.9,2.0,https://www.cian.ru/sale/flat/296593210/
29950000.0,14.0,CAR,43.0,,5.0,17.0,2023.0,0.0,0.0,3.1,2.0,https://www.cian.ru/sale/flat/299415534/
31500000.0,8.0,NAR,38.8,,2.0,21.0,2020.0,0.0,0.0,3.1,2.0,https://www.cian.ru/sale/flat/300029504/
43800000.0,11.0,NAR,64.0,40.0,15.0,15.0,,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/299030814/
11090000.0,18.0,NEAR,42.0,27.8,2.0,5.0,1967.0,0.0,0.0,2.5,2.0,https://www.cian.ru/sale/flat/300342332/
22900000.0,7.0,NAR,40.0,11.0,6.0,9.0,2019.0,0.0,1.0,3.1,2.0,https://www.cian.ru/sale/flat/291584973/
18500000.0,12.0,NAR,38.3,,7.0,21.0,2023.0,0.0,1.0,3.13,2.0,https://www.cian.ru/sale/flat/299924004/
79990000.0,7.0,CAR,156.0,,4.0,6.0,1904.0,0.0,0.0,3.5,2.0,https://www.cian.ru/sale/flat/300006046/
37500000.0,13.0,NEAR,66.4,,37.0,47.0,2017.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/299232358/
88540000.0,8.0,CAR,93.2,,2.0,5.0,1886.0,0.0,1.0,3.3,2.0,https://www.cian.ru/sale/flat/293262180/
69000000.0,4.0,WAR,60.0,,6.0,12.0,2020.0,0.0,0.0,3.2,2.0,https://www.cian.ru/sale/flat/287583404/
19850000.0,11.0,EAR,57.1,,5.0,25.0,2020.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/300588052/
41500000.0,6.0,CAR,55.0,,4.0,22.0,,0.0,0.0,3.1,2.0,https://www.cian.ru/sale/flat/299250573/
12400000.0,14.0,NEAR,45.0,30.0,4.0,12.0,1974.0,0.0,0.0,2.7,2.0,https://www.cian.ru/sale/flat/298697084/
42000000.0,10.0,NWAR,80.0,45.0,2.0,22.0,2019.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/294659263/
27000000.0,5.0,NWAR,49.0,30.0,9.0,30.0,,0.0,0.0,3.2,2.0,https://www.cian.ru/sale/flat/300354396/
24000000.0,17.0,WAR,45.0,,7.0,30.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/295331237/
14500000.0,9.0,SEAR,40.9,25.3,3.0,8.0,1961.0,0.0,0.0,2.6,2.0,https://www.cian.ru/sale/flat/300478282/
27990000.0,5.0,WAR,61.6,,22.0,42.0,2021.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/295316100/
82000000.0,4.0,WAR,66.0,,3.0,12.0,,0.0,0.0,3.35,2.0,https://www.cian.ru/sale/flat/295412219/
53000000.0,11.0,WAR,68.4,25.1,9.0,13.0,2022.0,0.0,0.0,2.9,2.0,https://www.cian.ru/sale/flat/300503296/
19800000.0,4.0,SAR,48.6,,18.0,23.0,2020.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/300794127/
16300000.0,11.0,SEAR,55.5,,21.0,25.0,2015.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/299464659/
31900000.0,5.0,NWAR,56.2,28.9,12.0,29.0,2023.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/294247460/
42100000.0,1.0,WAR,79.3,,7.0,21.0,2014.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/300614137/
82400000.0,8.0,CAR,62.0,,1.0,7.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300509378/
25000000.0,12.0,NWAR,80.0,40.5,23.0,24.0,2012.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/298758094/
15100000.0,13.0,EAR,58.4,31.5,5.0,5.0,1958.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/300540008/
22300000.0,2.0,NAR,78.0,40.0,37.0,40.0,2010.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/295903328/
15499000.0,6.0,NAR,49.4,38.5,9.0,33.0,2024.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/300122473/
17700000.0,4.0,SWAR,51.1,30.7,12.0,12.0,1974.0,0.0,0.0,2.48,2.0,https://www.cian.ru/sale/flat/300649339/
11500000.0,19.0,NEAR,38.1,,2.0,9.0,1964.0,0.0,0.0,2.7,2.0,https://www.cian.ru/sale/flat/299019640/
33500000.0,20.0,SAR,64.0,,18.0,48.0,2023.0,0.0,0.0,3.2,2.0,https://www.cian.ru/sale/flat/300289683/
42500000.0,13.0,CAR,62.0,25.0,33.0,44.0,2018.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300776785/
42900000.0,19.0,WAR,70.5,29.2,4.0,25.0,2021.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300422045/
108000000.0,8.0,CAR,120.0,100.0,6.0,13.0,2013.0,0.0,1.0,,2.0,https://www.cian.ru/sale/flat/299476098/
25790000.0,7.0,WAR,64.5,24.8,33.0,41.0,2022.0,0.0,0.0,3.1,2.0,https://www.cian.ru/sale/flat/297325651/
11300000.0,13.0,NEAR,38.8,,8.0,9.0,1966.0,0.0,0.0,2.7,2.0,https://www.cian.ru/sale/flat/300151989/
29999999.0,17.0,SAR,66.4,,14.0,46.0,2023.0,0.0,0.0,3.0,2.0,https://www.cian.ru/sale/flat/290996141/
11500000.0,5.0,NAR,50.4,30.6,7.0,16.0,1982.0,0.0,0.0,2.7,2.0,https://www.cian.ru/sale/flat/300710411/
44000000.0,16.0,WAR,70.0,31.0,13.0,21.0,,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/294965189/
37500000.0,11.0,NWAR,59.0,28.3,14.0,24.0,,0.0,0.0,3.1,2.0,https://www.cian.ru/sale/flat/299717407/
17211750.0,9.0,SAR,79.5,,5.0,45.0,2013.0,0.0,0.0,2.9,2.0,https://www.cian.ru/sale/flat/298882868/
22900000.0,11.0,SWAR,60.0,32.0,3.0,17.0,2020.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/299853622/
36800000.0,8.0,NWAR,70.0,37.0,20.0,33.0,2023.0,0.0,0.0,2.95,2.0,https://www.cian.ru/sale/flat/298882407/
15700000.0,11.0,SEAR,65.0,40.0,19.0,25.0,2018.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/296364346/
18200000.0,14.0,EAR,58.8,32.5,16.0,24.0,2023.0,0.0,0.0,2.7,2.0,https://www.cian.ru/sale/flat/300640451/
34000000.0,20.0,SAR,66.0,,8.0,48.0,2023.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300290726/
14500000.0,10.0,WAR,45.0,30.0,11.0,14.0,1969.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/300810564/
15299000.0,19.0,NEAR,47.0,30.0,15.0,15.0,2018.0,0.0,0.0,2.7,2.0,https://www.cian.ru/sale/flat/300472670/
9900000.0,4.0,EAR,44.1,28.9,12.0,24.0,2007.0,0.0,0.0,2.7,2.0,https://www.cian.ru/sale/flat/300470437/
15000000.0,4.0,NWAR,45.0,,5.0,5.0,1964.0,0.0,0.0,2.5,2.0,https://www.cian.ru/sale/flat/299945354/
16400000.0,7.0,NAR,67.5,38.6,1.0,10.0,2003.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/298325378/
11400000.0,15.0,SEAR,52.9,,12.0,12.0,1979.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/298835538/
84500000.0,9.0,CAR,75.1,,2.0,5.0,2020.0,0.0,1.0,,2.0,https://www.cian.ru/sale/flat/285554427/
50000000.0,8.0,,48.0,,2.0,6.0,1977.0,0.0,0.0,2.7,2.0,https://www.cian.ru/sale/flat/295356616/
15900000.0,5.0,SWAR,53.0,28.0,8.0,14.0,1995.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/300474914/
11700000.0,18.0,SAR,45.2,28.9,5.0,5.0,1967.0,0.0,0.0,2.8,2.0,https://www.cian.ru/sale/flat/300048777/
16300000.0,13.0,SAR,35.0,22.1,9.0,9.0,1965.0,0.0,0.0,,2.0,https://www.cian.ru/sale/flat/300162005/
14500000.0,14.0,NEAR,52.2,,6.0,12.0,1979.0,0.0,0.0,2.64,2.0,https://www.cian.ru/sale/flat/300844069/
